Name;Objective;Duration;Availability (time);Availability (energy);Prod losses (annual);Direct costs (annual);Vessel costs (annual);Repair costs (annual);Technician costs (annual);Turbines;Dur;Vessels;Percent;Size
Eq_2Y_Al_10_200;27255526,495252;0,046000;96,117580;96,095923;4824061,416734;5858388,000000;2673750,000000;2757950,000000;426688,000000;Eq;2Y;Al;10;200;
Eq_2Y_Al_10_80;10757311,647842;0,062000;96,266690;96,302009;1736633,494202;2808126,500000;1297500,000000;1313950,000000;196676,500000;Eq;2Y;Al;10;80;
Eq_2Y_Al_15_120;15457084,654860;0,062000;96,194942;96,277813;2730822,778537;4619481,000000;1680000,000000;2652800,000000;286681,000000;Eq;2Y;Al;15;120;
Eq_2Y_Al_15_150;18800131,721662;0,046000;96,467962;96,512289;3095497,584418;5121183,500000;2032500,000000;2752000,000000;336683,500000;Eq;2Y;Al;15;150;
Eq_2Y_Al_15_200;24022496,124350;0,045000;96,247741;96,277860;4238777,673059;6446305,500000;2415000,000000;3587950,000000;443355,500000;Eq;2Y;Al;15;200;
Eq_2Y_Al_15_80;10003550,783432;0,056000;96,112683;96,209298;1661728,945314;2773160,000000;1050000,000000;1523150,000000;200010,000000;Eq;2Y;Al;15;80;
Eq_2Y_Al_5_120;22920369,493406;0,071000;93,822563;93,693656;4774183,051658;3849964,500000;2366250,000000;1193700,000000;290014,500000;Eq;2Y;Al;5;120;
Eq_2Y_Al_5_150;27091926,698062;0,093000;94,797328;94,672483;5365012,849061;4816734,000000;2913750,000000;1556300,000000;346684,000000;Eq;2Y;Al;5;150;
Eq_2Y_Al_5_200;35075772,484784;0,059000;95,746113;95,746295;5057076,028449;9452939,000000;6000000,000000;3006250,000000;446689,000000;Eq;2Y;Al;5;200;
Eq_2Y_Al_5_80;15323110,642826;0,067000;92,867785;92,734082;3445604,781612;2445759,000000;1556250,000000;709500,000000;180009,000000;Eq;2Y;Al;5;80;
Eq_2Y_Cr_10_120;24001291,727550;0,057000;94,063949;93,919812;4785850,654569;4085364,000000;2587500,000000;1217850,000000;280014,000000;Eq;2Y;Cr;10;120;
Eq_2Y_Cr_10_150;25513841,014780;0,074000;94,929688;94,970188;4855687,336280;4828949,500000;3030000,000000;1475600,000000;323349,500000;Eq;2Y;Cr;10;150;
Eq_2Y_Cr_10_200;35728271,226410;0,066000;95,280601;95,263031;5517758,442887;9504889,000000;5857500,000000;3200700,000000;446689,000000;Eq;2Y;Cr;10;200;
Eq_2Y_Cr_10_80;14578299,993324;0,068000;94,358737;94,244138;2897083,179280;2675841,500000;1736250,000000;776250,000000;163341,500000;Eq;2Y;Cr;10;80;
Eq_2Y_Cr_15_120;20212023,427562;0,061000;94,708837;94,653089;4201039,586856;3531496,500000;2055000,000000;1213150,000000;263346,500000;Eq;2Y;Cr;15;120;
Eq_2Y_Cr_15_150;24407372,586762;0,072000;94,656050;94,631860;4906256,228313;4621732,000000;2835000,000000;1480050,000000;306682,000000;Eq;2Y;Cr;15;150;
Eq_2Y_Cr_15_200;35899659,338634;0,072000;95,225240;95,216225;5799524,869788;9080371,000000;5520000,000000;3140350,000000;420021,000000;Eq;2Y;Cr;15;200;
Eq_2Y_Cr_15_80;14003853,392454;0,070000;94,547668;94,456019;2730959,197241;2533325,000000;1567500,000000;799150,000000;166675,000000;Eq;2Y;Cr;15;80;
Eq_2Y_Cr_5_120;21137554,477972;0,065000;94,718364;94,611203;4241083,053161;3730980,500000;2223750,000000;1230550,000000;276680,500000;Eq;2Y;Cr;5;120;
Eq_2Y_Cr_5_150;25140898,985682;0,065000;95,180931;95,154327;4781292,569163;4594450,000000;2823750,000000;1437350,000000;333350,000000;Eq;2Y;Cr;5;150;
Eq_2Y_Cr_5_200;36400962,409232;0,068000;95,542052;95,573326;5318439,280755;9293706,000000;5546250,000000;3294100,000000;453356,000000;Eq;2Y;Cr;5;200;
Eq_2Y_Cr_5_80;15546027,961156;0,059000;93,890966;93,811069;3012367,739734;2612092,500000;1672500,000000;756250,000000;183342,500000;Eq;2Y;Cr;5;80;
Eq_2Y_CT_10_120;22929015,559818;0,077000;94,113214;93,870806;4715123,722798;3950601,000000;2430000,000000;1167250,000000;353351,000000;Eq;2Y;CT;10;120;
Eq_2Y_CT_10_150;28272405,693940;0,068000;94,527203;94,399191;5547728,494723;4580086,500000;2745000,000000;1438400,000000;396686,500000;Eq;2Y;CT;10;150;
Eq_2Y_CT_10_200;35753765,341806;0,091000;94,920925;95,027787;5470814,662280;9863409,000000;6000000,000000;3350050,000000;513359,000000;Eq;2Y;CT;10;200;
Eq_2Y_CT_10_80;13845218,441108;0,065000;94,359169;94,207781;2872706,271936;2524580,500000;1451250,000000;796650,000000;276680,500000;Eq;2Y;CT;10;80;
Eq_2Y_CT_15_120;18989876,762918;0,061000;95,500293;95,472636;3645556,772833;3614034,000000;2133750,000000;1133600,000000;346684,000000;Eq;2Y;CT;15;120;
Eq_2Y_CT_15_150;26174006,212170;0,068000;95,075629;94,965221;5097477,509372;4729470,000000;2808750,000000;1520700,000000;400020,000000;Eq;2Y;CT;15;150;
Eq_2Y_CT_15_200;38073214,267158;0,093000;95,357313;95,368793;5524273,389644;9847092,000000;6153750,000000;3186650,000000;506692,000000;Eq;2Y;CT;15;200;
Eq_2Y_CT_15_80;16173046,657202;0,067000;94,016844;93,859766;3270338,184774;2638197,000000;1608750,000000;756100,000000;273347,000000;Eq;2Y;CT;15;80;
Eq_2Y_CT_5_120;20464845,898536;0,078000;95,043843;94,961036;4006360,230679;3928118,000000;2340000,000000;1228100,000000;360018,000000;Eq;2Y;CT;5;120;
Eq_2Y_CT_5_150;26867317,408980;0,063000;94,688573;94,579275;5365935,219178;4800319,500000;2966250,000000;1444050,000000;390019,500000;Eq;2Y;CT;5;150;
Eq_2Y_CT_5_200;36484831,945616;0,074000;95,189491;95,183119;5548967,436861;9508308,500000;5741250,000000;3263700,000000;503358,500000;Eq;2Y;CT;5;200;
Eq_2Y_CT_5_80;14407896,349426;0,064000;94,408767;94,289172;2749494,022802;2764081,000000;1751250,000000;726150,000000;286681,000000;Eq;2Y;CT;5;80;
Eq_2Y_NF_10_120;16630234,283412;0,068000;95,923139;95,890729;2655240,673079;4295047,500000;2287500,000000;1724200,000000;283347,500000;Eq;2Y;NF;10;120;
Eq_2Y_NF_10_150;23168845,210358;0,075000;95,425547;95,328980;4219066,661616;4990933,500000;2538750,000000;2115500,000000;336683,500000;Eq;2Y;NF;10;150;
Eq_2Y_NF_10_200;30553101,260780;0,074000;95,943154;95,862221;5070619,190285;6662671,500000;3555000,000000;2677650,000000;430021,500000;Eq;2Y;NF;10;200;
Eq_2Y_NF_10_80;13442920,208114;0,070000;95,601393;95,559113;2063083,491365;2958176,000000;1646250,000000;1125250,000000;186676,000000;Eq;2Y;NF;10;80;
Eq_2Y_NF_15_120;17686355,560618;0,072000;95,775423;95,880364;2821051,658695;5156264,000000;2287500,000000;2588750,000000;280014,000000;Eq;2Y;NF;15;120;
Eq_2Y_NF_15_150;20386157,257382;0,076000;96,388590;96,439930;3121223,307396;5852384,000000;2692500,000000;2813200,000000;346684,000000;Eq;2Y;NF;15;150;
Eq_2Y_NF_15_200;24761291,909960;0,070000;96,475349;96,480568;4037354,448286;7006238,000000;3270000,000000;3309550,000000;426688,000000;Eq;2Y;NF;15;200;
Eq_2Y_NF_15_80;10542638,727042;0,114000;96,477639;96,632630;1510136,912862;3347143,000000;1683750,000000;1470050,000000;193343,000000;Eq;2Y;NF;15;80;
Eq_2Y_NF_5_120;21497068,196136;0,096000;94,761987;94,610592;4216240,432162;3919163,500000;2430000,000000;1219150,000000;270013,500000;Eq;2Y;NF;5;120;
Eq_2Y_NF_5_150;29967944,571222;0,061000;95,551766;95,638778;3960049,831972;8112084,500000;5216250,000000;2539150,000000;356684,500000;Eq;2Y;NF;5;150;
Eq_2Y_NF_5_200;35178822,858414;0,064000;95,467600;95,511022;5326287,024542;9273355,500000;5741250,000000;3088750,000000;443355,500000;Eq;2Y;NF;5;200;
Eq_2Y_NF_5_80;14094925,119924;0,063000;94,416710;94,306923;2724359,354230;2702443,000000;1751250,000000;757850,000000;193343,000000;Eq;2Y;NF;5;80;
Eq_2Y_NO_0_120;22857475,112248;0,073000;94,487827;94,415316;4597243,219234;3962684,000000;2392500,000000;1223500,000000;346684,000000;Eq;2Y;NO;0;120;
Eq_2Y_NO_0_150;27613210,386918;0,088000;95,652443;95,630832;3765856,525875;8224137,500000;5385000,000000;2422450,000000;416687,500000;Eq;2Y;NO;0;150;
Eq_2Y_NO_0_200;37217268,683904;0,090000;95,439624;95,459194;5416075,028637;9785458,000000;6052500,000000;3239600,000000;493358,000000;Eq;2Y;NO;0;200;
Eq_2Y_NO_0_80;13605572,024728;0,063000;95,314734;95,281223;2416395,579341;2933330,500000;1893750,000000;762900,000000;276680,500000;Eq;2Y;NO;0;80;
Eq_2Y_NT_10_120;18296651,676268;0,046000;95,421902;95,401889;3317231,987986;3995469,500000;1796250,000000;1809200,000000;390019,500000;Eq;2Y;NT;10;120;
Eq_2Y_NT_10_150;18931306,487186;0,046000;96,445653;96,450003;3256299,277134;4428220,000000;2085000,000000;1943200,000000;400020,000000;Eq;2Y;NT;10;150;
Eq_2Y_NT_10_200;31075834,510056;0,080000;95,195305;95,175909;5985479,556149;6147526,000000;2868750,000000;2758750,000000;520026,000000;Eq;2Y;NT;10;200;
Eq_2Y_NT_10_80;9687591,951360;0,057000;96,150418;96,165612;1576124,167732;2474332,500000;1128750,000000;1028900,000000;316682,500000;Eq;2Y;NT;10;80;
Eq_2Y_NT_15_120;17963707,090648;0,045000;96,213843;96,188484;2829615,907082;4780937,000000;1743750,000000;2630500,000000;406687,000000;Eq;2Y;NT;15;120;
Eq_2Y_NT_15_150;19333482,029850;0,058000;96,225823;96,268424;3277943,223397;5244322,500000;1863750,000000;2930550,000000;450022,500000;Eq;2Y;NT;15;150;
Eq_2Y_NT_15_200;24280991,387936;0,058000;96,367420;96,402222;4096790,445874;6733994,000000;2583750,000000;3603550,000000;546694,000000;Eq;2Y;NT;15;200;
Eq_2Y_NT_15_80;9265378,179900;0,061000;96,435986;96,553711;1462483,986872;2974884,500000;1076250,000000;1541950,000000;356684,500000;Eq;2Y;NT;15;80;
Eq_2Y_NT_5_120;26970248,139658;0,061000;95,017730;95,102241;3493134,446283;7765386,000000;5070000,000000;2308700,000000;386686,000000;Eq;2Y;NT;5;120;
Eq_2Y_NT_5_150;27302632,130698;0,062000;94,289453;94,236081;5468959,557311;4827753,500000;2940000,000000;1484400,000000;403353,500000;Eq;2Y;NT;5;150;
Eq_2Y_NT_5_200;37944044,129378;0,091000;94,899191;94,934785;5858641,863246;9764791,500000;5726250,000000;3541850,000000;496691,500000;Eq;2Y;NT;5;200;
Eq_2Y_NT_5_80;16261838,246938;0,061000;93,489885;93,383317;3323375,374884;2686997,000000;1661250,000000;752400,000000;273347,000000;Eq;2Y;NT;5;80;
Eq_3SL_Al_10_120;24592211,800382;0,097000;94,295925;94,154630;3567543,228359;4792325,200000;1878000,000000;2543640,000000;370685,200000;Eq;3SL;Al;10;120;
Eq_3SL_Al_10_150;28615530,786234;0,497000;94,774152;94,713944;4166491,105405;5768234,400000;2109000,000000;3237880,000000;421354,400000;Eq;3SL;Al;10;150;
Eq_3SL_Al_10_200;43302201,098796;0,269000;94,905167;94,952150;5412373,520098;9864282,000000;4746000,000000;4544920,000000;573362,000000;Eq;3SL;Al;10;200;
Eq_3SL_Al_10_80;16199113,579318;0,096000;94,515595;94,454021;2142394,491016;3650081,200000;1488000,000000;1871400,000000;290681,200000;Eq;3SL;Al;10;80;
Eq_3SL_Al_15_120;23705024,779032;0,100000;94,875309;94,876827;3303138,798765;5041672,000000;1908000,000000;2760320,000000;373352,000000;Eq;3SL;Al;15;120;
Eq_3SL_Al_15_150;28268937,019290;0,119000;94,820010;94,834443;4208943,580340;5741234,800000;2202000,000000;3109880,000000;429354,800000;Eq;3SL;Al;15;150;
Eq_3SL_Al_15_200;36413249,691950;0,111000;95,133910;95,166524;5180478,474486;7670787,600000;3081000,000000;4037760,000000;552027,600000;Eq;3SL;Al;15;200;
Eq_3SL_Al_15_80;14206317,990522;0,104000;95,340278;95,344304;1978435,051009;3264453,600000;1155000,000000;1837440,000000;272013,600000;Eq;3SL;Al;15;80;
Eq_3SL_Al_5_120;31021968,914100;0,114000;94,200804;94,452228;3377855,992478;6662057,600000;4185000,000000;2125040,000000;352017,600000;Eq;3SL;Al;5;120;
Eq_3SL_Al_5_150;37467189,575968;0,114000;93,975255;94,129152;4650002,325136;7506155,200000;4542000,000000;2526800,000000;437355,200000;Eq;3SL;Al;5;150;
Eq_3SL_Al_5_200;51253834,746894;0,271000;94,144847;94,262119;5896917,690264;11604294,800000;7116000,000000;3925600,000000;562694,800000;Eq;3SL;Al;5;200;
Eq_3SL_Al_5_80;24782089,055628;0,108000;93,228941;93,317501;2629459,283454;5409933,600000;3609000,000000;1528920,000000;272013,600000;Eq;3SL;Al;5;80;
Eq_3SL_Cr_10_120;31150877,645718;0,112000;94,110655;94,100703;3770991,283714;6592190,800000;4248000,000000;1994840,000000;349350,800000;Eq;3SL;Cr;10;120;
Eq_3SL_Cr_10_150;39942018,570768;0,509000;94,644963;94,714737;4041401,126690;9619942,000000;6216000,000000;2963920,000000;440022,000000;Eq;3SL;Cr;10;150;
Eq_3SL_Cr_10_200;50327419,826408;0,122000;94,242368;94,431390;6371591,100678;9675708,000000;5565000,000000;3550680,000000;560028,000000;Eq;3SL;Cr;10;200;
Eq_3SL_Cr_10_80;20304388,957822;0,112000;92,634560;92,604573;3259262,969254;3246533,600000;1932000,000000;1042520,000000;272013,600000;Eq;3SL;Cr;10;80;
Eq_3SL_Cr_15_120;27036418,584972;0,115000;93,487853;93,529359;4348559,750268;4137003,600000;2343000,000000;1455320,000000;338683,600000;Eq;3SL;Cr;15;120;
Eq_3SL_Cr_15_150;36169351,543238;0,103000;94,233992;94,336723;4347501,646189;7770088,000000;4698000,000000;2645400,000000;426688,000000;Eq;3SL;Cr;15;150;
Eq_3SL_Cr_15_200;52286270,883576;0,584000;94,014146;94,120684;6017013,042700;11350907,600000;6867000,000000;3931880,000000;552027,600000;Eq;3SL;Cr;15;200;
Eq_3SL_Cr_15_80;21969176,899120;0,278000;91,598382;91,578177;3713168,616562;3114079,600000;1848000,000000;1007400,000000;258679,600000;Eq;3SL;Cr;15;80;
Eq_3SL_Cr_5_120;30005031,796330;0,107000;94,543471;94,528616;3426575,845212;6779898,000000;4434000,000000;1985880,000000;360018,000000;Eq;3SL;Cr;5;120;
Eq_3SL_Cr_5_150;33908755,093828;0,111000;94,738802;94,822048;4085764,966029;7597555,200000;4614000,000000;2546200,000000;437355,200000;Eq;3SL;Cr;5;150;
Eq_3SL_Cr_5_200;49691861,014390;0,123000;94,255240;94,428395;6389791,843412;9610521,600000;5544000,000000;3501160,000000;565361,600000;Eq;3SL;Cr;5;200;
Eq_3SL_Cr_5_80;19169887,118692;0,097000;93,683573;93,775249;2840129,207719;2888253,200000;1695000,000000;929240,000000;264013,200000;Eq;3SL;Cr;5;80;
Eq_3SL_CT_10_120;30871407,862272;0,120000;94,011203;94,039101;3678155,088358;6577286,400000;4143000,000000;2039600,000000;394686,400000;Eq;3SL;CT;10;120;
Eq_3SL_CT_10_150;36286528,197818;0,124000;94,557978;94,682953;4248271,245071;7709450,000000;4728000,000000;2514760,000000;466690,000000;Eq;3SL;CT;10;150;
Eq_3SL_CT_10_200;46657671,670044;0,380000;94,537295;94,621116;5862432,650430;9630589,600000;5598000,000000;3440560,000000;592029,600000;Eq;3SL;CT;10;200;
Eq_3SL_CT_10_80;21003069,831184;0,094000;91,998343;92,050594;3547160,199373;2921749,600000;1674000,000000;922400,000000;325349,600000;Eq;3SL;CT;10;80;
Eq_3SL_CT_15_120;29443625,630830;0,138000;94,282079;94,351904;3433277,651448;6627793,200000;4080000,000000;2150440,000000;397353,200000;Eq;3SL;CT;15;120;
Eq_3SL_CT_15_150;39168054,171498;1,049000;93,107887;92,866606;5498682,986883;7505824,000000;4272000,000000;2753800,000000;480024,000000;Eq;3SL;CT;15;150;
Eq_3SL_CT_15_200;48910266,769496;0,126000;94,309202;94,403931;6115707,934890;9629042,800000;5649000,000000;3390680,000000;589362,800000;Eq;3SL;CT;15;200;
Eq_3SL_CT_15_80;18837437,322788;0,108000;92,278619;92,239467;3353824,207461;2779882,400000;1497000,000000;968200,000000;314682,400000;Eq;3SL;CT;15;80;
Eq_3SL_CT_5_120;28889310,988548;0,112000;93,773567;93,835840;4417675,359396;4399979,600000;2499000,000000;1508960,000000;392019,600000;Eq;3SL;CT;5;120;
Eq_3SL_CT_5_150;37557308,243540;0,111000;94,176284;94,269850;4593657,685174;7764156,400000;4749000,000000;2553800,000000;461356,400000;Eq;3SL;CT;5;150;
Eq_3SL_CT_5_200;47114101,826486;0,122000;94,374159;94,438075;6124172,306905;9516749,200000;5628000,000000;3304720,000000;584029,200000;Eq;3SL;CT;5;200;
Eq_3SL_CT_5_80;18945944,955062;0,112000;93,682955;93,731312;2879276,331887;3034348,800000;1767000,000000;958000,000000;309348,800000;Eq;3SL;CT;5;80;
Eq_3SL_NF_10_120;30136463,853756;0,452000;92,938587;92,964845;4577774,125422;5490058,800000;2499000,000000;2615040,000000;376018,800000;Eq;3SL;NF;10;120;
Eq_3SL_NF_10_150;29894591,229934;0,120000;95,226520;95,275007;3914274,382635;6324968,800000;2949000,000000;2933280,000000;442688,800000;Eq;3SL;NF;10;150;
Eq_3SL_NF_10_200;40170586,110388;0,749000;94,849525;94,879046;5767969,493402;7972974,800000;3528000,000000;3882280,000000;562694,800000;Eq;3SL;NF;10;200;
Eq_3SL_NF_10_80;15573800,682738;0,108000;94,832943;94,738223;2030586,794576;3731614,000000;1632000,000000;1819600,000000;280014,000000;Eq;3SL;NF;10;80;
Eq_3SL_NF_15_120;23253839,957246;0,111000;95,277652;95,310259;2944591,813129;5596831,600000;2394000,000000;2837480,000000;365351,600000;Eq;3SL;NF;15;120;
Eq_3SL_NF_15_150;32412391,274506;0,304000;93,916087;93,966922;4866448,744622;6179594,800000;2472000,000000;3278240,000000;429354,800000;Eq;3SL;NF;15;150;
Eq_3SL_NF_15_200;40304822,692634;0,122000;94,866587;94,915310;5474844,784566;8525801,600000;3765000,000000;4195440,000000;565361,600000;Eq;3SL;NF;15;200;
Eq_3SL_NF_15_80;13921742,741436;0,116000;95,614665;95,637734;1789085,797494;3440573,200000;1455000,000000;1721560,000000;264013,200000;Eq;3SL;NF;15;80;
Eq_3SL_NF_5_120;29079360,213024;0,108000;94,097875;94,143981;3470614,263866;6593392,000000;4185000,000000;2035040,000000;373352,000000;Eq;3SL;NF;5;120;
Eq_3SL_NF_5_150;38047951,799788;0,110000;94,275981;94,406606;4536614,815166;7827475,200000;4728000,000000;2662120,000000;437355,200000;Eq;3SL;NF;5;150;
Eq_3SL_NF_5_200;49040913,432382;0,889000;93,847968;94,007429;6421345,484386;9490082,000000;5193000,000000;3723720,000000;573362,000000;Eq;3SL;NF;5;200;
Eq_3SL_NF_5_80;21065196,162626;0,098000;92,154567;92,087271;3526692,340838;2965813,200000;1746000,000000;955800,000000;264013,200000;Eq;3SL;NF;5;80;
Eq_3SL_NO_0_120;27417889,598456;0,119000;93,689523;93,734779;4345348,848214;4434366,400000;2520000,000000;1519680,000000;394686,400000;Eq;3SL;NO;0;120;
Eq_3SL_NO_0_150;35234727,069082;0,125000;94,880356;94,954056;3955032,991838;7723822,800000;4770000,000000;2497800,000000;456022,800000;Eq;3SL;NO;0;150;
Eq_3SL_NO_0_200;48176690,433336;0,279000;94,205427;94,301111;6182028,705715;9741723,200000;5763000,000000;3381360,000000;597363,200000;Eq;3SL;NO;0;200;
Eq_3SL_NO_0_80;21143767,501848;0,115000;92,224441;92,236002;3522134,709914;3063508,800000;1809000,000000;945160,000000;309348,800000;Eq;3SL;NO;0;80;
Eq_3SL_NT_10_120;22728356,232804;0,119000;94,905844;94,841768;3220702,709820;4847887,600000;1908000,000000;2521200,000000;418687,600000;Eq;3SL;NT;10;120;
Eq_3SL_NT_10_150;30291656,409698;0,107000;94,702189;94,607613;4350885,180813;5941184,000000;2442000,000000;3019160,000000;480024,000000;Eq;3SL;NT;10;150;
Eq_3SL_NT_10_200;45562139,928392;0,161000;94,627118;94,614938;5754592,112646;9686323,600000;4860000,000000;4220960,000000;605363,600000;Eq;3SL;NT;10;200;
Eq_3SL_NT_10_80;15810764,331736;0,121000;94,769849;94,601942;2114281,881466;3547163,600000;1404000,000000;1804480,000000;338683,600000;Eq;3SL;NT;10;80;
Eq_3SL_NT_15_120;22004581,163222;0,110000;95,333727;95,267098;2926911,250660;4961448,000000;1929000,000000;2605760,000000;426688,000000;Eq;3SL;NT;15;120;
Eq_3SL_NT_15_150;28718543,439148;0,104000;95,064234;95,110695;3819100,844152;6338384,800000;2514000,000000;3328360,000000;496024,800000;Eq;3SL;NT;15;150;
Eq_3SL_NT_15_200;42351990,001746;1,140000;94,880842;94,955248;5279142,883808;10151471,600000;4674000,000000;4845440,000000;632031,600000;Eq;3SL;NT;15;200;
Eq_3SL_NT_15_80;14002338,746218;0,109000;95,528919;95,373981;1790291,321670;3380150,400000;1290000,000000;1748800,000000;341350,400000;Eq;3SL;NT;15;80;
Eq_3SL_NT_5_120;29302360,000080;0,109000;92,509633;92,490796;4939556,451022;4153832,800000;2271000,000000;1493480,000000;389352,800000;Eq;3SL;NT;5;120;
Eq_3SL_NT_5_150;40746856,677340;0,542000;94,169482;94,100339;4401951,457774;9803277,600000;5988000,000000;3329920,000000;485357,600000;Eq;3SL;NT;5;150;
Eq_3SL_NT_5_200;47102567,344204;0,129000;94,263586;94,308330;6014023,289745;9689523,200000;5700000,000000;3392160,000000;597363,200000;Eq;3SL;NT;5;200;
Eq_3SL_NT_5_80;20740007,026738;0,099000;92,213018;92,251169;3417160,662643;2970389,600000;1695000,000000;950040,000000;325349,600000;Eq;3SL;NT;5;80;
Eq_3SS_Al_10_120;24448472,446456;0,175000;95,161320;95,077960;3005571,496370;4623907,272727;1971818,181818;2324800,000000;327289,090909;Eq;3SS;Al;10;120;
Eq_3SS_Al_10_150;26319878,443836;0,112000;95,930765;95,961750;3138972,526801;5468541,454545;2334545,454545;2729127,272727;404868,727273;Eq;3SS;Al;10;150;
Eq_3SS_Al_10_200;40064645,667790;1,013000;94,910668;94,921990;5697360,936513;6896934,545455;2814545,454545;3573272,727273;509116,363636;Eq;3SS;Al;10;200;
Eq_3SS_Al_10_80;17169292,078474;0,120000;95,194277;95,166285;2062292,332549;3518534,181818;1355454,545455;1903672,727273;259406,909091;Eq;3SS;Al;10;80;
Eq_3SS_Al_15_120;20156059,341314;0,136000;96,270277;96,336686;2231865,583990;4668053,090909;1745454,545455;2588036,363636;334562,181818;Eq;3SS;Al;15;120;
Eq_3SS_Al_15_150;24750482,183222;0,103000;96,389504;96,403849;2874814,343141;5531220,000000;2004545,454545;3126654,545455;400020,000000;Eq;3SS;Al;15;150;
Eq_3SS_Al_15_200;40377066,522014;0,311000;95,038753;95,047218;5331786,977117;7754317,454545;2757272,727273;4466109,090909;530935,636364;Eq;3SS;Al;15;200;
Eq_3SS_Al_15_80;13181270,408460;0,123000;96,456053;96,501028;1451784,784376;3139831,272727;1202727,272727;1675272,727273;261831,272727;Eq;3SS;Al;15;80;
Eq_3SS_Al_5_120;32114880,112322;0,155000;94,144767;94,345443;3496720,171481;6362622,181818;4145454,545455;1894727,272727;322440,363636;Eq;3SS;Al;5;120;
Eq_3SS_Al_5_150;42990320,390106;0,344000;93,261081;93,307121;5130657,263990;7309655,636364;4573636,363636;2350545,454545;385473,818182;Eq;3SS;Al;5;150;
Eq_3SS_Al_5_200;52760087,171830;0,724000;94,883194;94,953953;5483611,609425;10908850,545455;6537272,727273;3845490,909091;526086,909091;Eq;3SS;Al;5;200;
Eq_3SS_Al_5_80;22296923,514232;0,155000;92,354848;92,409212;3530135,233212;3007915,272727;1797272,727273;965781,818182;244860,727273;Eq;3SS;Al;5;80;
